date,airline,flightNo,togo,originTime,departTime,type,state,reason
20181101,아시아나항공,OZ391,SGN(떤선녀엇(호찌민)),00:05,00:54,화물,출발,
20181101,대한항공,KE315,PVG(푸동),00:05,00:11,화물,출발,
20181101,대한항공,KE277,GDL(과달라하라),00:05,00:04,화물,출발,
20181101,이스타항공,ZE991,VVO(블라디보스톡),00:05,00:02,여객,출발,
20181101,산동항공,SC4722,TAO(청도),00:10,00:10,여객,출발,
20181101,에어재팬화물항공,NQ8480,OKA(오키나와),00:10,00:40,화물,출발,
20181101,아시아나항공,OZ951,HAN(노이바이(하노이)),00:10,00:16,화물,출발,
20181101,아시아나항공,OZ248,ATL(애틀랜타),00:10,00:08,화물,출발,
20181101,말레이시아항공,MH039,KUL(쿠알라룸푸르),00:10,00:18,여객,출발,
20181101,에어아스타나항공,KC960,ALA(알마티),00:10,00:06,여객,출발,
20181101,우즈베키스탄항공,HY514,TAS(타슈켄트),00:15,00:25,여객,출발,
20181101,에티하드,EY873,AUH(아부다비 국제공항),00:15,00:29,여객,출발,
20181101,타이에어아시아엑스,XJ703,DMK(방콕(돈므앙)),00:20,00:27,여객,출발,
20181101,카고룩스화물항공,CV6353,LUX(룩셈부르크 핀델 공항),00:20,00:51,화물,출발,
20181101,아틀라스화물항공,5Y511,PVG(푸동),00:20,00:31,화물,출발,
20181101,싱가폴항공,SQ007,SIN(싱가포르),00:25,00:35,여객,출발,
20181101,터키항공,TK91,IST(아타튀르크),00:30,00:33,여객,출발,
20181101,카타르항공,QR859,DOH(도하),00:35,00:39,여객,출발,
20181101,아틀라스화물항공,5Y543,WUX(수난 슈오팡 국제공항),00:40,00:50,화물,출발,
20181101,에티오피안항공,ET673,ADD(아디스아바바),00:45,01:23,여객,출발,
20181101,네덜란드항공,KL856,AMS(암스테르담),00:55,01:02,여객,출발,
20181101,에미레이트항공,EK323,DXB(두바이),01:00,02:56,여객,지연,정비-항공전자에 의한 지연
20181101,아시아나항공,OZ987,PVG(푸동),01:05,04:19,화물,지연,정비-조류충돌에 의한 지연
20181101,에어브리지카고,RU392,SVO(셰레메티예보(모스크바)),01:50,01:51,화물,출발,
20181101,비엣제트 항공,VJ839,CXR(깜라인(냐짱)),01:50,01:48,여객,출발,
20181101,대한항공,KE249,JFK(뉴욕),02:10,02:30,화물,출발,
20181101,독일화물항공,LH8387,FRA(프랑크푸르트),02:15,02:19,화물,출발,
20181101,팔익스프레스,2P2483,TAG(),02:30,02:26,여객,출발,
20181101,세부퍼시픽항공,5J187,MNL(마닐라),02:35,02:40,여객,출발,
20181101,에어인천,KJ2516,XUZ(쉬저우),04:20,04:38,화물,출발,
20181101,중국화운항공,CK258,PVG(푸동),04:20,04:10,화물,출발,
20181101,아틀라스화물항공,5Y2688,JFK(뉴욕),04:25,23:11,화물,지연,연결-항공기에 의한 지연
20181101,폴라에어카고 월드와이드,PO997,PVG(푸동),05:00,06:35,화물,지연,연결-항공기에 의한 지연
20181101,아시아나항공,OZ801A,GMP(김포),06:00,06:11,,출발,
