date,airline,flightNo,togo,originTime,departTime,type,state,reason
20190801,아시아나항공,OZ383,SIN(싱가포르),00:05,00:10,화물,출발,
20190801,에미레이트항공,EK323,DXB(두바이),00:05,00:23,여객,출발,
20190801,아시아나항공,OZ951,HAN(노이바이(하노이)),00:05,00:21,화물,출발,
20190801,에어재팬화물항공,NQ8480,OKA(오키나와),00:05,00:46,화물,출발,
20190801,필리핀에어아시아,Z2889,MNL(마닐라),00:05,00:02,여객,출발,
20190801,아시아나항공,OZ909,ORD(시카고),00:05,00:39,화물,출발,
20190801,티웨이항공,TW163,HAN(노이바이(하노이)),00:05,00:30,여객,출발,
20190801,티웨이항공,TW157,CXR(깜라인(냐짱)),00:05,00:04,여객,출발,
20190801,터키항공,TK91,IST(이스탄불),00:05,00:08,여객,출발,
20190801,싱가폴항공,SQ603,SIN(싱가포르),00:05,00:40,여객,출발,
20190801,오로라항공,HZ5435,VVO(블라디보스톡),00:05,00:16,여객,출발,
20190801,시베리아 항공,S76274,VVO(블라디보스톡),00:05,00:19,여객,출발,
20190801,청도항공,QW9902,TAO(청도),00:05,00:28,여객,출발,
20190801,에어아스타나항공,KC960,ALA(알마티),00:05,00:17,여객,출발,
20190801,대한항공,KE647,SIN(싱가포르),00:05,00:37,여객,출발,
20190801,대한항공,KE473,MLE(말레),00:05,00:26,여객,출발,
20190801,대한항공,KE209,LAX(로스앤젤레스),00:05,00:11,화물,출발,
20190801,홍콩익스프레스,UO627,HKG(홍콩),00:05,01:12,여객,지연,에 의한 지연
20190801,산동항공,SC8072,TAO(청도),00:05,00:14,여객,출발,
20190801,카고룩스화물항공,CV6353,LUX(룩셈부르크 핀델 공항),00:05,00:54,화물,출발,
20190801,홍콩항공,HX623,HKG(홍콩),00:05,00:59,여객,출발,
20190801,이스타항공,ZE595,DAD(다낭),00:05,00:33,여객,출발,
20190801,중국남방항공,CZ316,PEK(베이징),00:10,00:32,여객,출발,
20190801,산동항공,SC8066,TNA(지난),00:10,00:35,여객,출발,
20190801,제주항공,7C3404,SPN(사이판),00:10,00:06,여객,출발,
20190801,말레이시아항공,MH039,KUL(쿠알라룸푸르),00:10,00:48,여객,출발,
20190801,아틀라스화물항공,5Y2588,ORD(시카고),00:15,01:20,화물,회항,정비-기체에 의한 회항
20190801,폴라에어카고 월드와이드,PO715,PVG(푸동),00:20,00:50,화물,출발,
20190801,진에어,LJ121D,MFM(마카오),00:25,00:52,여객,출발,
20190801,대한항공,KE313,HKG(홍콩),00:25,00:43,화물,출발,
20190801,대한항공,KE323,XIY(시안),00:35,00:44,화물,출발,
20190801,진에어,LJ123D,MFM(마카오),00:40,01:03,여객,출발,
20190801,세부퍼시픽항공,5J187,MNL(마닐라),00:45,03:52,여객,지연,연결-항공기에 의한 지연
20190801,네덜란드항공,KL856,AMS(암스테르담),00:55,01:06,여객,출발,
20190801,에티하드,EY873,AUH(아부다비 국제공항),00:55,01:22,여객,출발,
20190801,에어아시아 엑스,D7509,KUL(쿠알라룸푸르),01:00,01:09,여객,출발,
20190801,아시아나항공,OZ987,PVG(푸동),01:05,01:46,화물,출발,
20190801,에티오피안항공,ET673,ADD(아디스아바바),01:05,01:41,여객,출발,
20190801,타이에어아시아엑스,XJ703,DMK(방콕(돈므앙)),01:05,01:33,여객,출발,
20190801,하와이안항공,HA860,HNL(호놀룰루),01:10,01:43,여객,출발,
20190801,티웨이항공,TW107,MFM(마카오),01:10,01:28,여객,출발,
20190801,카타르항공,QR859,DOH(도하),01:15,01:24,여객,출발,
20190801,몽골항공,OM308,ULN(부얀트 우카(울란바타르)),01:35,02:12,여객,출발,
20190801,대한항공,KE249,JFK(뉴욕),01:40,02:14,화물,출발,
20190801,비엣제트 항공,VJ975,PQC(푸꾸옥),01:45,02:04,여객,출발,
20190801,대한항공,KE315,PVG(푸동),01:45,02:06,화물,출발,
20190801,비엣제트 항공,VJ839,CXR(깜라인(냐짱)),01:50,02:24,여객,출발,
20190801,독일화물항공,LH8390,FRA(프랑크푸르트),02:00,02:09,화물,출발,
20190801,독일화물항공,LH8387,FRA(프랑크푸르트),02:05,02:16,화물,출발,
20190801,에어브리지카고,RU329,SVO(셰레메티예보(모스크바)),02:15,01:56,화물,출발,
20190801,아시아나항공,OZ391,SGN(떤선녀엇(호찌민)),02:25,03:25,화물,지연,연결-항공기에 의한 지연
20190801,피치항공,MM702,CTS(삿포로),02:40,02:51,여객,출발,
20190801,티웨이항공,TW9115,HKG(홍콩),02:50,03:00,여객,출발,
20190801,원통화물항공,YG9074,YNZ(옌청),04:35,04:33,화물,출발,
20190801,폴라에어카고 월드와이드,PO225,CVG(신시내티),04:35,05:12,화물,출발,
20190801,중국화운항공,CK258,PVG(푸동),04:55,15:22,화물,지연,연결-항공기에 의한 지연
20190801,폴라에어카고 월드와이드,PO997,PVG(푸동),05:00,05:07,화물,출발,
20190801,폴라에어카고 월드와이드,PO969,HKG(홍콩),05:15,05:29,화물,출발,
20190801,제주항공,7C1408,FUK(후쿠오카),05:40,05:57,여객,출발,
20190801,타이에어아시아엑스,XJ705,DMK(방콕(돈므앙)),05:50,06:00,여객,출발,
20190801,팬퍼시픽항공,8Y705,KLO(칼리보),06:10,06:48,여객,출발,
20190801,팬퍼시픽항공,8Y601,CEB(),06:15,06:56,여객,출발,
20190801,비엣제트 항공,VJ881,DAD(다낭),06:15,09:59,여객,지연,연결-항공기에 의한 지연
20190801,비엣제트 항공,VJ837,CXR(깜라인(냐짱)),06:15,09:04,여객,지연,연결-항공기에 의한 지연
20190801,필리핀에어아시아,Z2037,KLO(칼리보),06:15,06:24,여객,출발,
20190801,티웨이항공,TW103,HKT(푸껫),06:20,07:01,여객,출발,
20190801,팬퍼시픽항공,8Y701,KLO(칼리보),06:20,06:42,여객,출발,
20190801,제주항공,7C5164,VVO(블라디보스톡),06:20,06:58,여객,출발,
20190801,베트남항공,VN441,CXR(깜라인(냐짱)),06:20,07:07,여객,출발,
20190801,비엣제트 항공,VJ963,HAN(노이바이(하노이)),06:25,06:50,여객,출발,
20190801,제주항공,7C3100,GUM(괌),06:25,06:47,여객,출발,
20190801,아시아나항공,OZ8533,PUS(김해),06:30,06:44,여객,출발,
20190801,제주항공,7C2201,BKK(수안나폼(방콕)),06:30,06:53,여객,출발,
20190801,티웨이항공,TW205,NRT(나리타),06:45,07:04,여객,출발,
20190801,비엣제트 항공,VJ865,SGN(떤선녀엇(호찌민)),06:45,07:19,여객,출발,
20190801,장영항공(長榮),BR149,TPE(타이완 타오위안 국제 공항),06:50,07:11,여객,출발,
20190801,홍콩항공,HX647,HKG(홍콩),06:55,07:22,여객,출발,
20190801,티웨이항공,TW237,NGO(나고야),06:55,07:09,여객,출발,
20190801,티웨이항공,TW671,KHH(가오슝),07:00,07:14,여객,출발,
20190801,비엣제트 항공,VJ879,DAD(다낭),07:00,10:29,여객,지연,연결-항공기에 의한 지연
20190801,이스타항공,ZE605,NRT(나리타),07:05,07:18,여객,출발,
20190801,제주항공,7C1304,KIX(간사이),07:10,07:27,여객,출발,
20190801,진에어,LJ261,KKJ(기타규슈),07:10,07:25,여객,출발,
20190801,이스타항공,ZE262F,GMP(김포),07:10,07:16,,출발,
20190801,비엣제트 항공,VJ925,HPH(카트비),07:15,10:31,여객,지연,연결-항공기에 의한 지연
20190801,진에어,LJ221,FUK(후쿠오카),07:15,07:35,여객,출발,
20190801,에어서울,RS711,KIX(간사이),07:15,07:41,여객,출발,
20190801,아시아나항공,OZ731,SGN(떤선녀엇(호찌민)),07:20,07:52,여객,출발,
20190801,진에어,LJ077,DAD(다낭),07:20,07:44,여객,출발,
