7.964109682	8.136912298
1.566379909	2.116369371
7.92228086	8.055813706
7.664573258	7.760507905
1.30792961	1.742001509
8.26241942	7.411504374
7.347713436	8.446248349
2.20215113	1.580015541
1.946216623	2.299790109
2.075240054	1.852807962
0.79452772	1.883183975
2.412378704	2.334270751
2.213379381	2.015364748
2.36439649	2.482330386
1.748279299	2.435937926
7.421454037	7.897488215
8.623901799	8.227021468
7.544699563	6.957524194
9.028178508	8.803823664
2.421964991	2.041719332
2.135773822	1.391287228
1.495157534	2.852338599
1.477181939	1.960239943
2.179789276	1.431761491
8.270261476	8.350526651
3.11645563	2.190155969
8.017690901	8.9301755
8.003427014	7.764308261
8.364489025	8.258054295
2.145024746	2.012758534
2.859776744	1.872803829
1.397727864	2.038368794
1.386136621	2.10366079
2.030840766	1.807084153
2.080930061	2.047826117
7.064213406	8.72701718
8.968207595	7.898612247
7.709082853	7.301974381
9.225782001	7.541104405
2.117824157	2.097395532
2.10226081	2.706233765
1.063523955	2.371571301
1.816596287	2.347258733
7.358996605	8.525490026
1.291675705	1.882614961
2.199674643	2.692362064
2.154308189	2.269488223
1.85700282	2.457122451
8.400554011	7.830855808
7.394962911	8.140986791
1.748860726	1.223597046
1.777679029	1.671411553
8.037146366	7.827730002
8.053307916	8.308132407
7.856073684	8.400407968
6.508602748	7.86689547
7.93107418	8.282783307
2.920168027	3.444648691
8.242257805	7.786652825
7.494911636	7.911553666
2.308199047	2.181502049
7.597805081	8.535607322
7.774741478	8.478968221
9.070752936	8.335452206
8.076459432	8.383515002
7.851594619	7.35705199
8.167215993	8.036787678
8.36048921	7.678326533
8.102574533	8.209980354
2.896943049	2.253914962
1.856742755	1.447065072
2.63515973	0.975186385
1.066948306	1.699811992
2.412724587	2.026361901
7.765860156	7.859087478
3.170070954	2.085245881
8.244067127	7.707904986
8.663001875	8.303716775
8.037002357	8.168103567
7.28066333	6.926959237
2.056843526	2.053737407
7.957935452	8.010035293
1.126246882	2.179545068
8.112708504	7.038742667
2.083561501	1.922106142
7.705314316	8.285962844
7.696973157	8.144107862
8.290134748	7.914454812
7.948902839	8.55713756
2.377087713	2.609599201
1.980532722	2.534620088
2.585665873	1.922980252
8.298412377	8.264925414
1.495208918	2.101081311
8.012035181	8.497222823
8.260535231	7.564819054
1.684955002	2.298624839
8.880393723	7.840909797
2.29795774	2.936096322
2.074378213	2.227457221
